county,batch,page_type,url,external,notes,verify_status,http_status,final_url,audit_confidence,audit_reason,flag_for_review
Hardee,1,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Hendry,1,uocava,https://www.hendryelections.gov/voter/uocava_overseas.php,false,"found via ""UOCAVA/Overseas"" score=21 terms=uocava+fvap",ok,200,https://www.hendryelections.gov/voter/uocava_overseas.php,,,
Hernando,1,uocava,https://www.hernandovotes.gov/1232/Military-Overseas-Voters,false,"found via ""Military & Overseas Voters"" score=39 terms=uocava+uocava_form+fvap+military_overseas_voter+citizen_abroad",ok,200,https://www.hernandovotes.gov/1232/Military-Overseas-Voters,,,
Highlands,1,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Hillsborough,1,uocava,https://www.votehillsborough.gov/178/Military-Overseas-Voters,false,"found via ""Military & Overseas Voters"" score=39 terms=uocava+uocava_form+fvap+military_overseas_voter+citizen_abroad",ok,200,https://www.votehillsborough.gov/178/Military-Overseas-Voters,,,
Holmes,1,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Indian River,1,uocava,,false,GAP: no reachable HTML UOCAVA page (military_overseas.php -> 404),gap,,,,,
Jackson,1,uocava,https://votejacksonfl.gov/military-and-overseas-voters/,false,"found via ""Military and Overseas Voters"" score=39 terms=uocava_form+fvap+military_overseas_voter",ok,200,https://votejacksonfl.gov/military-and-overseas-voters/,,,
Jefferson,1,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Lafayette,1,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Lake,1,uocava,https://www.lakevotes.gov/237/Military-and-Overseas-Voting,false,"found via ""Military and Overseas Voting"" score=25 terms=uocava+uocava_form+fvap+military_overseas_voter [after 1 rejected]",ok,200,https://www.lakevotes.gov/237/Military-and-Overseas-Voting,,,
Lee,1,uocava,https://www.lee.vote/167/Military-and-Overseas-Voters,false,"found via ""Military and Overseas Voters"" score=39 terms=military_overseas_voter",ok,200,https://www.lee.vote/167/Military-and-Overseas-Voters,,,
Leon,1,uocava,https://www.leonvotes.gov/Registration/Military-and-Overseas-Voters,false,"found via ""Military and Overseas Voters"" score=39 terms=uocava+uocava_form+military_overseas_voter+citizen_abroad",ok,200,https://www.leonvotes.gov/Registration/Military-and-Overseas-Voters,,,
Levy,2,uocava,https://www.votelevy.gov/voters/military-overseas-voters/,false,"found via ""Military & Overseas Voters"" score=39 terms=uocava+uocava_form+fvap+military_overseas_voter+citizen_abroad",ok,200,https://www.votelevy.gov/voters/military-overseas-voters/,,,
Liberty,1,uocava,https://libertycountyflsoe.gov/voter-information/vote-by-mail-voting/overseas-voter/,false,"found via ""Overseas Voter"" score=19 terms=uocava_form+fvap+military_overseas_voter+citizen_abroad",ok,200,https://libertycountyflsoe.gov/voter-information/vote-by-mail-voting/overseas-voter/,,,
Madison,1,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Manatee,1,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Marion,1,uocava,https://www.votemarion.gov/318/Military-Overseas,false,"found via ""Military / Overseas"" score=10 terms=uocava+uocava_form+fvap+military_overseas_voter+citizen_abroad (weak match — review)",ok,200,https://www.votemarion.gov/318/Military-Overseas,,,weak-score
Martin,1,uocava,https://www.martinvotes.gov/voter-information/military-overseas-voters/,false,"found via ""Military/Overseas Voters"" score=39 terms=uocava+uocava_form+fvap+military_overseas_voter+citizen_abroad",ok,200,https://www.martinvotes.gov/voter-information/military-overseas-voters/,,,
Miami-Dade,2,uocava,https://www.votemiamidade.gov/elections/voters/overseas-military.page,false,"found via ""Overseas and Military Voters"" score=24 terms=uocava_form+fvap+military_overseas_voter",ok,200,https://www.votemiamidade.gov/elections/voters/overseas-military.page,,,
Monroe,1,uocava,https://www.votemonroeflkeys.gov/Voter-Information/Military-Overseas-Voters,false,"found via ""Military & Overseas Voters"" score=39 terms=uocava+uocava_form+fvap+military_overseas_voter",ok,200,https://www.votemonroeflkeys.gov/Voter-Information/Military-Overseas-Voters,,,
Nassau,1,uocava,https://www.votenassaufl.gov/military-overseas-voters,false,"found via ""Military & Overseas Voters"" score=39 terms=uocava+uocava_form+fvap+military_overseas_voter+citizen_abroad",ok,200,https://www.votenassaufl.gov/military-overseas-voters,,,
Okaloosa,1,uocava,https://www.voteokaloosa.gov/voters/military-overseas-voters/,false,"found via ""Military & Overseas Voters"" score=39 terms=uocava+uocava_form+fvap+military_overseas_voter+citizen_abroad",ok,200,https://www.voteokaloosa.gov/voters/military-overseas-voters/,,,
Okeechobee,1,uocava,https://voteokeechobee.gov/voter-information/military-overseas-citizens/,false,"found via ""icon 23 star Created with Sketch. Milita"" score=127 terms=uocava+uocava_form+fvap+military_overseas_voter+citizen_abroad",ok,200,https://voteokeechobee.gov/voter-information/military-overseas-citizens/,,,
Orange,2,uocava,https://voteorangefl.gov/military-overseas-voters/,false,"found via ""Military & Overseas Voters"" score=39 terms=uocava+uocava_form+military_overseas_voter",ok,200,https://voteorangefl.gov/military-overseas-voters/,,,
Osceola,1,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Palm Beach,1,uocava,https://www.votepalmbeach.gov/179/Military-Overseas-Voters,false,"found via ""military and overseas voters"" score=39 terms=uocava+uocava_form+fvap+military_overseas_voter+citizen_abroad",ok,200,https://www.votepalmbeach.gov/179/Military-Overseas-Voters,,,
Pasco,1,uocava,https://www.pascovotes.gov/elections/vote_by_mail/military_and_overseas_voters.php,false,"found via ""Military and Overseas Voters"" score=39 terms=uocava+uocava_form+fvap+military_overseas_voter+citizen_abroad",ok,200,https://www.pascovotes.gov/elections/vote_by_mail/military_and_overseas_voters.php,,,
Pinellas,1,uocava,https://www.votepinellas.gov/191/Military-Overseas-Voters,false,"found via ""Military & Overseas Voters"" score=39 terms=uocava+uocava_form+military_overseas_voter+citizen_abroad",ok,200,https://www.votepinellas.gov/191/Military-Overseas-Voters,,,
Polk,1,uocava,https://www.polkelections.gov/236/Military-Overseas-Voting,false,"found via ""Military & Overseas Voting"" score=25 terms=uocava+uocava_form+military_overseas_voter+citizen_abroad [after 1 rejected]",ok,200,https://www.polkelections.gov/236/Military-Overseas-Voting,,,
Putnam,2,uocava,https://www.voteputnamflorida.gov/voter_information/vote_by_mail/military_overseas_voting.php,false,"found via ""Military & Overseas Voting"" score=25 terms=uocava+uocava_form+fvap+military_overseas_voter+citizen_abroad",ok,200,https://www.voteputnamflorida.gov/voter_information/vote_by_mail/military_overseas_voting.php,,,
Santa Rosa,1,uocava,https://votesantarosa.gov/voter-information/military-overseas-voters/,false,"found via ""icon 23 star Created with Sketch. Milita"" score=65 terms=uocava+uocava_form+fvap+military_overseas_voter+citizen_abroad",ok,200,https://votesantarosa.gov/voter-information/military-overseas-voters/,,,
Sarasota,1,uocava,https://www.sarasotavotes.gov/167/Military-Overseas-Voters,false,"found via ""Military & Overseas Voters"" score=39 terms=uocava+uocava_form+fvap+military_overseas_voter+citizen_abroad",ok,200,https://www.sarasotavotes.gov/167/Military-Overseas-Voters,,,
Seminole,1,uocava,https://voteseminole.gov/how-to-vote/military-overseas-voters/,false,"found via ""Military / Overseas Voters How to receiv"" score=24 terms=uocava_form+fvap+military_overseas_voter+citizen_abroad",ok,200,https://voteseminole.gov/how-to-vote/military-overseas-voters/,,,
St. Johns,1,uocava,,false,GAP: no reachable HTML UOCAVA page (mail-ballot-request-service -> no UOCAVA content in prose),gap,,,,,
St. Lucie,1,uocava,https://www.stlucievotes.gov/voter_information/vote_by_mail/military_and_overseas_citizens_information.php,false,"found via ""Military and Overseas Citizens Informati"" score=36 terms=uocava_form+fvap+military_overseas_voter+citizen_abroad",ok,200,https://www.stlucievotes.gov/voter_information/vote_by_mail/military_and_overseas_citizens_information.php,,,
Sumter,1,uocava,https://elections.sumtercountyfl.gov/191/Military-Overseas-Voters,false,"found via ""Military & Overseas Voters"" score=39 terms=uocava+uocava_form+fvap+military_overseas_voter+citizen_abroad",ok,200,https://elections.sumtercountyfl.gov/191/Military-Overseas-Voters,,,
Suwannee,1,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Taylor,1,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Union,1,uocava,https://unionflvotes.com/voters/military-overseas-voting/,false,"found via ""Military & Overseas Voting"" score=25 terms=uocava_form+military_overseas_voter+citizen_abroad",ok,200,https://unionflvotes.com/voters/military-overseas-voting/,,,
Volusia,1,uocava,https://www.volusiaelections.gov/elections/military-overseas-info.stml,false,"found via ""Military/Overseas Info"" score=25 terms=uocava+uocava_form+fvap+military_overseas_voter+citizen_abroad",ok,200,https://www.volusiaelections.gov/elections/military-overseas-info.stml,,,
Wakulla,1,uocava,https://wakullavotes.gov/military-overseas-voters/,false,"found via ""Military/Overseas Voters"" score=39 terms=uocava+uocava_form+fvap+military_overseas_voter+citizen_abroad",ok,200,https://wakullavotes.gov/military-overseas-voters/,,,
Walton,1,uocava,,false,GAP: no distinct UOCAVA page found,gap,,,,,
Washington,1,uocava,https://wcsoe.gov/military-overseas-voting/,false,"found via ""Military & Overseas Voting"" score=25 terms=uocava_form+fvap+military_overseas_voter+citizen_abroad",ok,200,https://wcsoe.gov/military-overseas-voting/,,,
